transaction_id,sender_account,amount,sender_avg_amount,sender_max_amount,amount_to_sender_avg,amount_z_score,amount_deviation_from_baseline_30d,tx_frequency_7d,tx_frequency_30d,frequency_change_vs_avg_7d,sender_tx_count_24h,sender_volume_24h,same_day_count,rapid_transfer_count,is_new_recipient,unique_recipients_7d,hour,is_off_hours,counterparty_change_score_7d
2618,ACC000053,459.19,4958.435,40902.91,0.09260784904914554,-0.40079682688304125,-0.40079682688304125,11,30,0.5714285714285714,0,0.0,0,0,1.0,11,15,0.0,1.0
2619,ACC000053,576.19,5363.354166666667,39203.91,0.10743090649896482,-0.4108505003907427,-0.4108505003907427,11,12,1.1714285714285713,4,61107.840000000004,2,0,1.0,11,12,0.0,1.0
2620,ACC000053,162.61,4995.11076923077,39203.91,0.03255383264004001,-0.4289010309461175,-0.4289010309461175,12,13,1.2809523809523808,2,39780.100000000006,0,0,1.0,12,9,0.0,1.0
2621,ACC000053,681.47,6732.235000000001,42483.01,0.10122492753149585,-0.45369713470403744,-0.45369713470403744,17,36,1.2285714285714284,4,84415.88,0,2,1.0,17,11,0.0,1.0
2622,ACC000053,368.55,7001.525510204082,49776.15,0.05263852848395284,-0.4610197437620258,-0.4610197437620258,13,49,0.2238095238095239,0,0.0,0,0,1.0,13,17,1.0,1.0
2623,ACC000053,730.68,6759.903488372094,45046.05,0.10809030058740687,-0.4392660954515315,-0.4392660954515315,13,43,0.42380952380952386,3,46375.48,1,0,1.0,13,15,0.0,1.0
2624,ACC000053,587.71,417.1975,634.17,1.408709304346263,1.1920776682729353,1.1920776682729353,4,4,0.4380952380952381,1,316.52,0,0,1.0,4,11,0.0,0.0
2625,ACC000053,299.09,4778.717272727273,39203.91,0.06258792536376726,-0.4342088198511243,-0.4342088198511243,13,22,1.1238095238095238,2,28045.179999999997,2,0,1.0,13,14,0.0,1.0
2626,ACC000053,460.43,6360.032173913044,45046.05,0.07239428786045243,-0.4416934218997441,-0.4416934218997441,16,46,0.7523809523809522,4,46931.68,0,2,1.0,16,8,1.0,1.0
2627,ACC000053,49776.15,6234.508723404256,45046.05,7.983973109724116,3.2883157948056376,3.2883157948056376,17,47,0.8619047619047617,2,741.34,1,0,1.0,17,15,0.0,1.0
2628,ACC000053,497.9,406.55125,634.17,1.22469184389422,0.574620526994499,0.574620526994499,8,8,0.8761904761904762,0,0.0,0,0,1.0,8,12,0.0,0.0
2629,ACC000053,316.52,450.75666666666666,634.17,0.7021970464478248,-0.8894921196431814,-0.8894921196431814,3,3,0.3285714285714285,1,634.17,1,0,1.0,3,14,0.0,0.0
2630,ACC000053,39203.91,2286.94,20865.28,17.142517949749447,6.281905279576067,6.281905279576067,10,11,1.061904761904762,3,21903.93,1,0,1.0,10,10,0.0,1.0
2631,ACC000053,359.31,4699.8575,39203.91,0.07645125410717239,-0.41900466742686127,-0.41900466742686127,13,16,1.323809523809524,2,10098.67,0,0,1.0,13,11,0.0,1.0
2632,ACC000053,809.07,6107.50925,42483.01,0.13247135073925595,-0.41425198905363747,-0.41425198905363747,15,40,0.8095238095238095,0,0.0,0,0,1.0,15,15,0.0,1.0
2633,ACC000053,27793.42,3854.3300000000004,39203.91,7.2109601409324044,2.541596021786512,2.541596021786512,12,20,1.0476190476190474,1,461.02,0,0,1.0,12,10,0.0,1.0
2634,ACC000053,264.54,264.54,264.54,1.0,0.0,0.0,0,0,0.0,0,0.0,0,0,1.0,0,15,0.0,0.0
2635,ACC000053,634.17,359.05,453.56,1.766244255674697,2.911014707438366,2.911014707438366,2,2,0.21904761904761905,1,453.56,0,0,1.0,2,9,0.0,0.0
2636,ACC000053,461.02,4032.9252631578947,39203.91,0.11431404499646201,-0.37089336578253124,-0.37089336578253124,11,19,0.9380952380952381,0,0.0,0,0,1.0,11,13,0.0,1.0
2637,ACC000053,280.91,6495.123777777778,45046.05,0.043249368235459516,-0.46122583763949176,-0.46122583763949176,15,45,0.6428571428571428,4,47171.130000000005,3,2,1.0,15,15,0.0,1.0
2638,ACC000053,253.91,6257.601538461539,42483.01,0.04057624929286005,-0.46473636151979236,-0.46473636151979236,16,39,0.9857142857142855,2,1004.53,2,0,1.0,16,16,0.0,1.0
2639,ACC000053,453.56,264.54,264.54,1.714523323504952,0.0,0.0,1,1,0.10952380952380952,0,0.0,0,0,1.0,1,12,0.0,0.0
2640,ACC000053,652.81,6568.700810810811,42483.01,0.09938190500709074,-0.44845700309959224,-0.44845700309959224,16,37,1.0523809523809522,1,681.47,0,0,1.0,16,11,0.0,1.0
2641,ACC000053,40902.91,4249.644,39203.91,9.625020354646178,3.7464478027117685,3.7464478027117685,9,25,0.45238095238095244,0,0.0,0,0,1.0,9,16,0.0,1.0
2642,ACC000053,520.36,5978.279024390244,42483.01,0.08704177203456546,-0.4311205205940364,-0.4311205205940364,15,41,0.7761904761904761,1,809.07,1,0,1.0,15,17,1.0,1.0
2643,ACC000053,874.04,6622.875681818183,45046.05,0.13197288338047877,-0.4227543898316306,-0.4227543898316306,14,44,0.5333333333333334,4,47106.16,2,0,1.0,14,15,0.0,1.0
2644,ACC000053,219.71,451.3,634.17,0.4868380234877022,-1.597368603218785,-1.597368603218785,5,5,0.5476190476190477,1,587.71,0,0,1.0,5,11,0.0,0.0
2645,ACC000053,540.75,416.7011111111111,634.17,1.2976927240681437,0.8128748875606452,0.8128748875606452,8,9,0.8428571428571427,1,497.9,1,0,1.0,8,15,0.0,1.0
2646,ACC000053,322.58,5464.500370370371,40902.91,0.05903192938719415,-0.43857177068303205,-0.43857177068303205,10,27,0.5285714285714286,2,41300.41,1,0,1.0,10,11,0.0,1.0
2647,ACC000053,40424.8,5769.5902857142855,42483.01,7.006528713155468,2.833505004498635,2.833505004498635,16,35,1.1190476190476188,3,43991.08,3,1,1.0,16,16,0.0,1.0
2648,ACC000053,45046.05,5848.328571428572,42483.01,7.702380167227266,3.1268447040929206,3.1268447040929206,13,42,0.4571428571428573,2,1329.43,0,0,1.0,13,14,0.0,1.0
2649,ACC000053,9776.98,4649.932142857143,39203.91,2.102607027291489,0.4691483572816537,0.4691483572816537,13,14,1.3904761904761904,2,738.8000000000001,1,0,1.0,13,12,0.0,1.0
2650,ACC000053,388.75,5280.860357142857,40902.91,0.07361489865456854,-0.42346948420613545,-0.42346948420613545,11,28,0.638095238095238,3,41622.990000000005,2,0,1.0,11,12,0.0,1.0
2651,ACC000054,78639.47,11036.407333333333,69276.03,7.125459184755233,3.337008104217023,3.337008104217023,13,15,1.3571428571428572,2,4513.4,0,0,1.0,12,9,0.0,1.0
2652,ACC000054,74497.56,8133.186590909091,78639.47,9.159701325833346,3.8691781209096496,3.8691781209096496,15,44,0.6761904761904762,2,3102.45,1,0,1.0,15,9,0.0,0.9523809523809523
2653,ACC000054,2335.53,8635.646857142858,78639.47,0.27045223578916944,-0.34114547759228575,-0.34114547759228575,13,35,0.6904761904761905,4,9417.92,2,0,1.0,13,10,0.0,0.962962962962963
2654,ACC000054,2320.4,13588.475454545456,69276.03,0.17076234988699981,-0.48856877971426343,-0.48856877971426343,11,11,1.2047619047619047,1,1848.27,1,0,1.0,10,12,0.0,0.0
2655,ACC000054,8942.36,19369.12142857143,69276.03,0.4616812400591958,-0.3837991614364548,-0.3837991614364548,7,7,0.7666666666666666,1,3004.1,1,0,1.0,7,15,0.0,0.0
2656,ACC000054,676.51,18065.77625,69276.03,0.037447048531889134,-0.6780627815950873,-0.6780627815950873,8,8,0.8761904761904762,2,11946.460000000001,0,0,1.0,8,8,1.0,0.0
2657,ACC000054,2839.33,9932.735862068967,78639.47,0.2858557842902886,-0.35390855135978966,-0.35390855135978966,9,29,0.31904761904761914,0,0.0,0,0,1.0,9,10,0.0,0.9523809523809523
2658,ACC000054,3810.36,9607.950444444445,78639.47,0.39658406046455463,-0.2961068510167816,-0.2961068510167816,13,45,0.3571428571428572,2,76041.12,2,1,1.0,13,14,0.0,0.9545454545454546
2659,ACC000054,2232.04,12387.131538461537,69276.03,0.1801902234645371,-0.4735521518271462,-0.4735521518271462,13,13,1.4238095238095239,2,11559.48,0,0,1.0,12,11,0.0,0.0
2660,ACC000054,3004.1,22096.625,69276.03,0.13595288873300787,-0.6712601670865974,-0.6712601670865974,6,6,0.657142857142857,0,0.0,0,0,1.0,6,13,0.0,0.0
2661,ACC000054,2130.47,13409.7495,78639.47,0.15887470530303344,-0.4839942492844188,-0.4839942492844188,14,20,1.3333333333333335,2,20000.61,0,0,1.0,13,10,0.0,1.0
2662,ACC000054,1558.89,8446.613333333333,78639.47,0.1845579924735121,-0.39371846901777185,-0.39371846901777185,13,42,0.4571428571428573,0,0.0,0,0,1.0,13,12,0.0,0.95
2663,ACC000054,4575.3,10124.072857142857,78639.47,0.45192286390669145,-0.27237548209916596,-0.27237548209916596,14,28,1.0666666666666667,0,0.0,0,0,1.0,14,13,0.0,0.95
2664,ACC000054,1018.2,15261.598750000001,78639.47,0.06671647031737091,-0.5575822968892252,-0.5575822968892252,10,16,0.8952380952380953,2,80920.83,1,0,1.0,9,12,0.0,1.0
2665,ACC000054,1531.02,10442.334074074075,78639.47,0.14661664615779457,-0.43097430494267996,-0.43097430494267996,16,27,1.3857142857142857,3,5208.35,0,0,1.0,16,10,0.0,0.96
2666,ACC000054,2990.6,14423.751764705883,78639.47,0.20733856549846008,-0.4571833897526682,-0.4571833897526682,11,17,1.0047619047619047,2,79657.67,2,0,1.0,10,17,1.0,1.0
2667,ACC000054,1941.05,9696.288999999999,78639.47,0.20018483359974112,-0.39272482077583376,-0.39272482077583376,9,30,0.2857142857142858,1,2839.33,1,0,1.0,9,10,0.0,0.9545454545454546
2668,ACC000054,3824.16,25751.118,69276.03,0.14850462026541916,-0.7347208560292982,-0.7347208560292982,5,5,0.5476190476190477,5,128755.59,3,1,1.0,5,12,0.0,0.0
2669,ACC000054,2081.82,31668.4425,69276.03,0.0657379976928136,-0.9659079492000892,-0.9659079492000892,4,4,0.4380952380952381,4,126673.77,2,1,1.0,4,12,0.0,0.0
2670,ACC000054,54414.4,69276.03,69276.03,0.7854722621951633,0.0,0.0,1,1,0.10952380952380952,1,69276.03,1,0,1.0,1,17,1.0,0.0
2671,ACC000054,1543.56,8286.433720930234,78639.47,0.1862755501321647,-0.3892990091332234,-0.3892990091332234,14,43,0.5666666666666667,1,1558.89,0,0,1.0,14,8,1.0,0.9523809523809523
2672,ACC000054,9239.08,12649.469166666668,69276.03,0.730392704884915,-0.1529315793401251,-0.1529315793401251,12,12,1.314285714285714,2,4168.67,2,0,1.0,11,17,1.0,0.0
2673,ACC000054,3162.06,9007.708484848485,78639.47,0.35103933540020504,-0.30840545817732506,-0.30840545817732506,11,33,0.4714285714285713,4,9205.04,0,0,1.0,11,9,0.0,0.96
2674,ACC000054,1848.27,14762.496,69276.03,0.12520037261991468,-0.5409398046754549,-0.5409398046754549,10,10,1.0952380952380953,0,0.0,0,0,0.0,10,10,0.0,0.0
2675,ACC000054,1543.86,12431.712272727273,78639.47,0.12418723713441507,-0.4853108158975116,-0.4853108158975116,16,22,1.5523809523809522,1,3172.21,1,0,1.0,15,14,0.0,1.0
2676,ACC000054,16369.89,13253.952631578948,78639.47,1.2350949528065311,0.13037485423796924,0.13037485423796924,13,19,1.223809523809524,2,6621.32,1,0,1.0,12,13,0.0,1.0
2677,ACC000054,3491.55,8460.64361111111,78639.47,0.41268137041189773,-0.27244858835368113,-0.27244858835368113,11,36,0.37142857142857144,0,0.0,0,0,0.0,11,12,0.0,1.0
2678,ACC000054,69276.03,69276.03,69276.03,1.0,0.0,0.0,0,0,0.0,0,0.0,0,0,1.0,0,12,0.0,0.0
2679,ACC000054,2255.74,8597.61024390244,78639.47,0.26236825536489117,-0.35872283254162424,-0.35872283254162424,12,41,0.3476190476190475,1,3339.43,0,0,1.0,12,9,0.0,0.9545454545454546
2680,ACC000054,2422.24,16133.635555555556,69276.03,0.1501360305096213,-0.5531304367638689,-0.5531304367638689,9,9,0.9857142857142858,3,12622.970000000001,1,0,1.0,9,10,0.0,0.0
2681,ACC000054,1831.2,8835.777647058823,78639.47,0.20724831171023797,-0.37458224410537494,-0.37458224410537494,12,34,0.5809523809523809,5,12367.1,1,0,1.0,12,9,0.0,0.9615384615384616
2682,ACC000054,1443.07,8326.343783783783,78639.47,0.17331376621879266,-0.3822230219631446,-0.3822230219631446,12,37,0.4809523809523808,1,3491.55,1,0,1.0,11,14,0.0,1.0
2683,ACC000054,1387.1,61845.215,69276.03,0.02242857430441466,-8.136135134571377,-8.136135134571377,2,2,0.21904761904761905,2,123690.43,0,0,1.0,2,10,0.0,0.0
2684,ACC000054,3339.43,8729.064750000001,78639.47,0.38256446659992976,-0.30145315325366495,-0.30145315325366495,12,40,0.38095238095238093,0,0.0,0,0,1.0,12,11,0.0,0.9565217391304348
2685,ACC000054,2281.36,11661.767857142857,69276.03,0.19562728635544416,-0.45034706820298925,-0.45034706820298925,13,14,1.3904761904761904,2,11471.119999999999,1,0,1.0,12,15,0.0,1.0
2686,ACC000054,1596.24,41692.51,69276.03,0.0382860134829973,-1.376040149630668,-1.376040149630668,3,3,0.3285714285714285,3,125077.53,1,0,1.0,3,11,0.0,0.0
2687,ACC000054,2193.71,9481.915869565217,78639.47,0.23135725207616614,-0.3759938226016839,-0.3759938226016839,10,46,-0.10476190476190483,0,0.0,0,0,1.0,10,14,0.0,0.9523809523809523
2688,ACC000054,4305.4,8145.204999999999,78639.47,0.5285809258330515,-0.2156694656584276,-0.2156694656584276,13,38,0.5904761904761906,2,4934.62,2,0,0.0,12,14,0.0,1.0
2689,ACC000054,1106.98,9086.470204081632,78639.47,0.12182728552862539,-0.4234018260022796,-0.4234018260022796,13,49,0.2238095238095239,1,2597.32,1,0,1.0,13,16,0.0,1.0
2690,ACC000054,35339.4,8046.748461538462,78639.47,4.391761488371844,1.5520542662210999,1.5520542662210999,12,39,0.41428571428571415,3,9240.02,0,0,1.0,12,10,0.0,0.96
2691,ACC000054,1313.08,11530.61125,78639.47,0.11387774433900891,-0.4711445839346081,-0.4711445839346081,14,24,1.2,0,0.0,0,0,1.0,14,12,0.0,0.9565217391304348
2692,ACC000054,2597.32,9221.660833333333,78639.47,0.2816542537122516,-0.3483211431456565,-0.3483211431456565,12,48,0.1142857142857141,2,6471.59,0,0,1.0,12,9,0.0,0.9565217391304348
2693,ACC000054,4277.88,9326.847659574469,78639.47,0.45866300771070767,-0.26289389628974585,-0.26289389628974585,11,47,0.004761904761904745,1,2193.71,1,0,1.0,11,15,0.0,0.9545454545454546
2694,ACC000054,1650.92,10780.465384615383,78639.47,0.15313995649538467,-0.43478909053828546,-0.43478909053828546,16,26,1.419047619047619,2,3557.43,2,0,0.0,16,14,0.0,0.96
2695,ACC000054,2244.35,11121.91,78639.47,0.20179537507496464,-0.4159553052766115,-0.4159553052766115,15,25,1.3095238095238093,1,1313.08,1,0,1.0,15,14,0.0,0.9583333333333334
2696,ACC000054,1693.14,11958.327391304349,78639.47,0.1415866905626943,-0.46546268287909964,-0.46546268287909964,17,23,1.6619047619047618,2,4716.07,2,0,1.0,16,17,1.0,1.0
2697,ACC000054,1589.93,9446.119999999999,78639.47,0.16831566823203603,-0.40341094612591777,-0.40341094612591777,10,31,0.39523809523809517,2,4780.38,2,0,1.0,10,13,0.0,0.9565217391304348
2698,ACC000054,3172.21,12872.640952380953,78639.47,0.24643039542039435,-0.4241658508373746,-0.4241658508373746,15,21,1.4428571428571428,1,2130.47,0,0,1.0,14,8,1.0,1.0
2699,ACC000054,2834.73,9200.6140625,78639.47,0.3081022615168519,-0.331273757360821,-0.331273757360821,11,32,0.5047619047619047,3,6370.3099999999995,3,0,1.0,11,17,1.0,0.9583333333333334
2700,ACC000054,3630.72,13788.576666666668,78639.47,0.26331361733492914,-0.4155577184924769,-0.4155577184924769,12,18,1.1142857142857143,2,4008.8,0,0,1.0,11,11,0.0,1.0
2701,ACC000055,760.47,4683.390217391305,49422.5,0.16237596371450538,-0.3197828821307043,-0.3197828821307043,20,46,1.3238095238095238,1,541.48,0,0,1.0,17,10,0.0,0.96
2702,ACC000055,417.79,6078.389545454545,48065.08,0.06873366652067006,-0.4024678598965221,-0.4024678598965221,9,22,0.5523809523809525,0,0.0,0,0,1.0,9,13,0.0,0.9375
2703,ACC000055,1121.85,4226.882,47202.39,0.2654084026949416,-0.2779476584298865,-0.2779476584298865,11,20,0.9047619047619048,2,1774.79,1,0,1.0,11,15,0.0,0.9375
2704,ACC000055,313.11,5425.01564102564,49422.5,0.05771596262915183,-0.38766065964635227,-0.38766065964635227,18,39,1.2714285714285716,5,20848.789999999997,1,1,1.0,15,9,0.0,1.0
2705,ACC000055,49422.5,5425.6359999999995,48065.08,9.109070346775937,3.3050623571872215,3.3050623571872215,10,25,0.5952380952380952,0,0.0,0,0,1.0,10,15,0.0,0.9444444444444444
2706,ACC000055,392.27,4621.159375,49422.5,0.08488562461665801,-0.35173045578111406,-0.35173045578111406,22,48,1.5428571428571427,2,6379.7,2,0,1.0,19,12,0.0,0.92
2707,ACC000055,602.1,5180.6721951219515,49422.5,0.11622043961147145,-0.354760156501926,-0.354760156501926,19,41,1.3476190476190477,3,1863.45,3,0,1.0,16,14,0.0,0.9583333333333334
2708,ACC000055,852.83,4597.936111111111,47202.39,0.18548104614570426,-0.3196313641105249,-0.3196313641105249,10,18,0.8285714285714286,0,0.0,0,0,1.0,10,15,0.0,1.0
2709,ACC000055,1095.67,4534.855510204082,49422.5,0.24161078507012712,-0.2886483741293711,-0.2886483741293711,21,49,1.3666666666666667,3,6771.969999999999,3,0,1.0,18,15,0.0,0.9230769230769231
2710,ACC000055,541.48,4775.432666666667,49422.5,0.11338867863840331,-0.34179827399972645,-0.34179827399972645,20,45,1.3571428571428572,2,1269.41,0,0,1.0,17,11,0.0,0.9615384615384616
2711,ACC000055,17712.94,5211.653243243243,49422.5,3.3987180599485027,0.935341277778486,0.935341277778486,17,37,1.195238095238095,5,3725.4300000000003,4,1,1.0,14,12,0.0,1.0
2712,ACC000055,691.88,762.085,1057.4,0.9078777301744556,-0.28602263160057073,-0.28602263160057073,4,4,0.4380952380952381,1,1057.4,0,0,1.0,4,12,0.0,0.0
2713,ACC000055,869.37,6247.518666666667,49422.5,0.1391544461705223,-0.36709091820753137,-0.36709091820753137,12,30,0.7142857142857142,2,1032.07,2,0,0.0,12,15,0.0,1.0
2714,ACC000055,917.42,5832.27652173913,48065.08,0.1573004977696829,-0.3560477677134865,-0.3560477677134865,9,23,0.5190476190476191,1,417.79,0,0,1.0,9,9,0.0,0.9411764705882353
2715,ACC000055,396.22,3370.976666666667,24816.21,0.11753863618160118,-0.3921967556358015,-0.3921967556358015,6,9,0.5571428571428572,1,600.14,0,0,1.0,6,10,0.0,1.0
2716,ACC000055,843.32,5754.045454545455,49422.5,0.1465612335984959,-0.3493731654811575,-0.3493731654811575,13,33,0.7571428571428571,1,777.76,0,0,1.0,11,9,0.0,1.0
2717,ACC000055,518.84,5297.218,49422.5,0.09794575190222492,-0.36629652476700175,-0.36629652476700175,18,40,1.2380952380952384,2,1344.6100000000001,2,0,0.0,15,13,0.0,1.0
2718,ACC000055,921.96,4400.825263157894,47202.39,0.20949707040593346,-0.3042278240581837,-0.3042278240581837,11,19,0.9380952380952381,1,852.83,0,0,0.0,11,9,0.0,1.0
2719,ACC000055,797.53,2840.701818181818,24816.21,0.2807510435961408,-0.293879557915495,-0.293879557915495,8,11,0.7761904761904761,2,908.9300000000001,2,0,1.0,8,17,1.0,0.9
2720,ACC000055,777.76,5909.554375,49422.5,0.13161060050318937,-0.3602329059908765,-0.3602329059908765,14,32,0.9333333333333333,2,1680.1799999999998,1,0,1.0,12,13,0.0,1.0
2721,ACC000055,557.64,2283.440666666667,24816.21,0.24421041813800867,-0.2864286720180846,-0.2864286720180846,9,15,0.7857142857142858,0,0.0,0,0,1.0,9,16,0.0,0.9285714285714286
2722,ACC000055,479.59,7117.823076923077,49422.5,0.06737874695915021,-0.42673937335813616,-0.42673937335813616,11,26,0.7047619047619047,1,49422.5,0,0,1.0,11,12,0.0,1.0
2723,ACC000055,572.68,2405.6378571428572,24816.21,0.23805744422402966,-0.2947479281779577,-0.2947479281779577,9,14,0.8190476190476191,1,858.32,0,0,1.0,9,14,0.0,0.9230769230769231
2724,ACC000055,448.96,937.68,937.68,0.47879873730910333,0.0,0.0,1,1,0.10952380952380952,0,0.0,0,0,1.0,1,10,0.0,0.0
2725,ACC000055,810.12,748.044,1057.4,1.082984423376165,0.2804703270163188,0.2804703270163188,5,5,0.5476190476190477,0,0.0,0,0,1.0,5,16,0.0,0.0
2726,ACC000055,1057.4,663.6466666666666,937.68,1.5933177293137917,1.9312568971050759,1.9312568971050759,3,3,0.3285714285714285,0,0.0,0,0,1.0,3,13,0.0,0.0
2727,ACC000055,24816.21,758.39,1057.4,32.72222735004417,118.2991599808888,118.2991599808888,6,6,0.657142857142857,0,0.0,0,0,1.0,6,12,0.0,0.0
2728,ACC000055,600.14,3717.3312499999997,24816.21,0.16144377771015161,-0.39074429722141757,-0.39074429722141757,5,8,0.44761904761904764,0,0.0,0,0,1.0,5,14,0.0,1.0
2729,ACC000055,47202.39,2175.578125,24816.21,21.69648125139151,7.698406160213412,7.698406160213412,10,16,0.8952380952380953,1,557.64,1,0,1.0,10,16,0.0,0.9333333333333333
2730,ACC000055,850.5,6871.962592592592,49422.5,0.12376377032621928,-0.39314046431496935,-0.39314046431496935,12,27,0.8142857142857142,2,49902.09,1,0,1.0,12,13,0.0,1.0
2731,ACC000055,810.81,6074.03,49422.5,0.13348798079693383,-0.3643935623447629,-0.3643935623447629,13,31,0.8238095238095238,2,1531.26,0,0,0.0,12,9,0.0,1.0
2732,ACC000055,604.3,693.3199999999999,937.68,0.8716033000634628,-0.3642985758716647,-0.3642985758716647,2,2,0.21904761904761905,1,448.96,1,0,1.0,2,12,0.0,0.0
2733,ACC000055,372.1,4195.221428571428,24816.21,0.0886961525953849,-0.4540206939268807,-0.4540206939268807,7,7,0.7666666666666666,1,24816.21,0,0,1.0,7,8,1.0,0.0
2734,ACC000055,48065.08,4079.0233333333335,47202.39,11.78347758082613,4.027256042223609,4.027256042223609,11,21,0.8714285714285714,1,1121.85,0,0,1.0,11,11,0.0,0.9411764705882353
2735,ACC000055,512.71,3073.5009999999997,24816.21,0.16681627889498005,-0.35317563660307777,-0.35317563660307777,7,10,0.6666666666666667,2,996.36,1,0,0.0,7,12,0.0,1.0
2736,ACC000055,690.55,5465.443142857143,49422.5,0.12634840066033592,-0.3485676866422806,-0.3485676866422806,15,35,0.976190476190476,3,2184.77,2,0,0.0,13,11,0.0,1.0
2737,ACC000055,858.32,2524.662307692308,24816.21,0.33997418085769887,-0.25882530851085167,-0.25882530851085167,9,13,0.8523809523809525,2,1572.8899999999999,1,0,1.0,9,14,0.0,0.9166666666666666
2738,ACC000055,643.32,4968.024651162791,49422.5,0.1294921110847201,-0.3421683049962998,-0.3421683049962998,19,43,1.280952380952381,1,615.4,0,0,1.0,16,12,0.0,0.9583333333333334
2739,ACC000055,626.09,4869.735909090909,49422.5,0.12856754692409583,-0.3391857022835211,-0.3391857022835211,19,44,1.2476190476190478,2,1258.72,1,0,1.0,16,13,0.0,0.96
2740,ACC000055,370.18,6656.910357142857,49422.5,0.055608379884941266,-0.41684286143595056,-0.41684286143595056,11,28,0.638095238095238,2,1330.09,0,0,1.0,11,8,1.0,1.0
2741,ACC000055,751.21,4824.214117647059,47202.39,0.15571655438179266,-0.33889835595963086,-0.33889835595963086,11,17,1.0047619047619047,2,47760.03,0,0,1.0,11,11,0.0,0.9333333333333333
2742,ACC000055,775.36,2670.4375,24816.21,0.2903494277623049,-0.2836798644521226,-0.2836798644521226,9,12,0.8857142857142858,3,1706.46,0,0,1.0,9,8,1.0,0.9090909090909091
2743,ACC000055,937.68,937.68,937.68,1.0,0.0,0.0,0,0,0.0,0,0.0,0,0,1.0,0,9,0.0,0.0
2744,ACC000055,661.89,6440.126551724138,49422.5,0.10277593067216981,-0.38874574323204775,-0.38874574323204775,12,29,0.7476190476190475,3,1700.27,1,0,1.0,12,11,0.0,1.0
2745,ACC000055,5619.23,4599.923829787234,49422.5,1.2215919671565327,0.0838973907346367,0.0838973907346367,21,47,1.4333333333333333,2,1301.95,1,0,0.0,18,11,0.0,0.9615384615384616
2746,ACC000055,850.11,5332.807222222222,49422.5,0.15941135026548975,-0.3313206210868256,-0.3313206210868256,16,36,1.0857142857142856,4,2875.32,3,0,1.0,13,12,0.0,1.0
2747,ACC000055,581.12,5627.490833333333,48065.08,0.10326449517391484,-0.3724554351743156,-0.3724554351743156,10,24,0.6285714285714286,2,1335.21,1,0,1.0,10,13,0.0,0.9444444444444444
2748,ACC000055,563.69,5609.612352941177,49422.5,0.10048644443398154,-0.36373807932009194,-0.36373807932009194,14,34,0.8666666666666667,2,1621.08,1,0,1.0,12,11,0.0,1.0
2749,ACC000055,1031.5,5540.63447368421,49422.5,0.1861700144449541,-0.33803126282859697,-0.33803126282859697,17,38,1.1619047619047618,5,20660.61,0,1,1.0,14,8,1.0,1.0
2750,ACC000055,615.4,5071.658571428571,49422.5,0.12134097580363257,-0.34894594249507804,-0.34894594249507804,19,42,1.3142857142857145,0,0.0,0,0,1.0,16,15,0.0,0.9565217391304348
2751,ACC000056,4410.96,16263.375384615385,94384.85,0.27122045059432265,-0.3652202189822337,-0.3652202189822337,13,13,1.4238095238095239,3,6456.89,1,0,1.0,12,14,0.0,0.0
2752,ACC000056,2027.39,20836.516,94384.85,0.09729985569564509,-0.5114153085747006,-0.5114153085747006,5,5,0.5476190476190477,2,5560.6900000000005,1,0,1.0,5,13,0.0,0.0
2753,ACC000056,853.22,9162.038,94384.85,0.09312556878720651,-0.36865516834007317,-0.36865516834007317,12,30,0.7142857142857142,1,824.65,0,0,1.0,11,12,0.0,0.8421052631578947
2754,ACC000056,3669.37,9027.917872340426,94384.85,0.4064469849955271,-0.26023576590484987,-0.26023576590484987,12,47,0.14761904761904754,4,72989.63,1,0,1.0,9,9,0.0,0.9285714285714286
2755,ACC000056,2042.68,48289.605,94384.85,0.04230061521522075,-1.0032905780194898,-1.0032905780194898,2,2,0.21904761904761905,2,96579.21,1,0,1.0,2,12,0.0,0.0
2756,ACC000056,2582.39,8568.572424242424,94384.85,0.3013792580773241,-0.27743779138448577,-0.27743779138448577,13,33,0.7571428571428571,1,2267.79,1,0,1.0,12,9,0.0,0.8421052631578947
2757,ACC000056,1952.74,17455.928333333333,94384.85,0.11186686624228999,-0.46273833219585014,-0.46273833219585014,12,12,1.314285714285714,2,4504.15,0,0,1.0,11,11,0.0,0.0
2758,ACC000056,9328.3,8275.108048780488,94384.85,1.1272722899823309,0.052202661471974304,0.052202661471974304,9,41,-0.08095238095238089,1,2015.86,0,0,1.0,9,11,0.0,1.0
2759,ACC000056,2922.97,13021.715882352943,94384.85,0.22446888155202457,-0.34846119331904385,-0.34846119331904385,17,17,1.8619047619047617,3,5534.33,2,0,1.0,15,12,0.0,0.0
2760,ACC000056,91168.67,8916.281458333333,94384.85,10.224965466381947,4.033981690658654,4.033981690658654,13,48,0.2571428571428571,3,9534.13,2,0,0.0,10,11,0.0,0.9333333333333333
2761,ACC000056,4780.74,8894.011612903225,94384.85,0.5375234717553341,-0.18511379206261466,-0.18511379206261466,13,31,0.8238095238095238,1,853.22,1,0,0.0,12,16,0.0,0.8421052631578947
2762,ACC000056,4457.24,9127.28043478261,94384.85,0.4883426155083577,-0.22449321268305916,-0.22449321268305916,11,46,0.03809523809523796,3,68532.39,0,0,0.0,9,8,1.0,0.9333333333333333
2763,ACC000056,3610.22,11128.979047619048,94384.85,0.3243981307317113,-0.28508083915270604,-0.28508083915270604,14,21,1.3,1,3606.54,0,0,1.0,11,9,0.0,1.0
